Country Name,Country Code,Series Name,Series Code,2021 [YR2021]
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,2.29961E+13
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,69287.53659
United States,USA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.349999905
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Uruguay,URY,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,88.75
Uruguay,URY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Uruguay,URY,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Uruguay,URY,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,59319547636
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,17020.64864
Uruguay,URY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Uruguay,URY,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Uzbekistan,UZB,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,70.625
Uzbekistan,UZB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Uzbekistan,UZB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Uzbekistan,UZB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,69238903106
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,1983.064723
Uzbekistan,UZB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Uzbekistan,UZB,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Vanuatu,VUT,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,55.625
Vanuatu,VUT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Vanuatu,VUT,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Vanuatu,VUT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,983469256.8
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,3127.446248
Vanuatu,VUT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Vanuatu,VUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
"Venezuela, RB",VEN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,85
"Venezuela, RB",VEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
"Venezuela, RB",VEN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
"Venezuela, RB",VEN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,NA
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
"Venezuela, RB",VEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
"Venezuela, RB",VEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Vietnam,VNM,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,85
Vietnam,VNM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Vietnam,VNM,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Vietnam,VNM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,3.62638E+11
Vietnam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,3694.019046
Vietnam,VNM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.380000114
Vietnam,VNM,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Virgin Islands (U.S.),VIR,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Virgin Islands (U.S.),VIR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Virgin Islands (U.S.),VIR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Virgin Islands (U.S.),VIR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,NA
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,NA
Virgin Islands (U.S.),VIR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Virgin Islands (U.S.),VIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
West Bank and Gaza,PSE,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,26.25
West Bank and Gaza,PSE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
West Bank and Gaza,PSE,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
West Bank and Gaza,PSE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,18036800000
West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,3663.969055
West Bank and Gaza,PSE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,26.38999939
West Bank and Gaza,PSE,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
"Yemen, Rep.",YEM,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,26.875
"Yemen, Rep.",YEM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
"Yemen, Rep.",YEM,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
"Yemen, Rep.",YEM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,21061691630
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,690.759273
"Yemen, Rep.",YEM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
"Yemen, Rep.",YEM,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Zambia,ZMB,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,81.25
Zambia,ZMB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Zambia,ZMB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Zambia,ZMB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,21203059080
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,1120.630171
Zambia,ZMB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Zambia,ZMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Zimbabwe,ZWE,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,86.875
Zimbabwe,ZWE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Zimbabwe,ZWE,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Zimbabwe,ZWE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,26217726717
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,1737.173977
Zimbabwe,ZWE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Zimbabwe,ZWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Africa Eastern and Southern,AFE,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Africa Eastern and Southern,AFE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Africa Eastern and Southern,AFE,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Africa Eastern and Southern,AFE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1.0821E+12
Africa Eastern and Southern,AFE,GDP per capita (current US$),NY.GDP.PCAP.CD,1557.722682
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Africa Eastern and Southern,AFE,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Africa Western and Central,AFW,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Africa Western and Central,AFW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Africa Western and Central,AFW,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Africa Western and Central,AFW,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,8.35808E+11
Africa Western and Central,AFW,GDP per capita (current US$),NY.GDP.PCAP.CD,1774.921218
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Africa Western and Central,AFW,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Arab World,ARB,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Arab World,ARB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Arab World,ARB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Arab World,ARB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2.85042E+12
Arab World,ARB,GDP per capita (current US$),NY.GDP.PCAP.CD,6412.38921
Arab World,ARB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Arab World,ARB,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Caribbean small states,CSS,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Caribbean small states,CSS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Caribbean small states,CSS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Caribbean small states,CSS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,69970323144
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,9352.282028
Caribbean small states,CSS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Caribbean small states,CSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Central Europe and the Baltics,CEB,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Central Europe and the Baltics,CEB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Central Europe and the Baltics,CEB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Central Europe and the Baltics,CEB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1.8879E+12
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,18568.99338
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.490991664
Central Europe and the Baltics,CEB,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Early-demographic dividend,EAR,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Early-demographic dividend,EAR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Early-demographic dividend,EAR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Early-demographic dividend,EAR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1.26181E+13
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3739.95779
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Early-demographic dividend,EAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
East Asia & Pacific,EAS,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,71.925
East Asia & Pacific,EAS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
East Asia & Pacific,EAS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
East Asia & Pacific,EAS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,3.08808E+13
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,13037.46264
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
East Asia & Pacific,EAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
East Asia & Pacific (excluding high income),EAP,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
East Asia & Pacific (excluding high income),EAP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
East Asia & Pacific (excluding high income),EAP,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
East Asia & Pacific (excluding high income),EAP,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,2.07466E+13
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,9776.493809
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
East Asia & Pacific (excluding high income),EAP,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
East Asia & Pacific (IDA & IBRD countries),TEA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
East Asia & Pacific (IDA & IBRD countries),TEA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
East Asia & Pacific (IDA & IBRD countries),TEA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
East Asia & Pacific (IDA & IBRD countries),TEA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,2.07198E+13
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,9884.678914
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
East Asia & Pacific (IDA & IBRD countries),TEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Euro area,EMU,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Euro area,EMU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Euro area,EMU,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Euro area,EMU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1.44932E+13
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,42307.72904
Euro area,EMU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.686789416
Euro area,EMU,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Europe & Central Asia,ECS,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,84.13043478
Europe & Central Asia,ECS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Europe & Central Asia,ECS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Europe & Central Asia,ECS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,2.50469E+13
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,27114.27599
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Europe & Central Asia,ECS,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Europe & Central Asia (excluding high income),ECA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Europe & Central Asia (excluding high income),ECA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Europe & Central Asia (excluding high income),ECA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Europe & Central Asia (excluding high income),ECA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,3.49915E+12
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,8708.063638
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Europe & Central Asia (excluding high income),ECA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Europe & Central Asia (IDA & IBRD countries),TEC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Europe & Central Asia (IDA & IBRD countries),TEC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Europe & Central Asia (IDA & IBRD countries),TEC,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Europe & Central Asia (IDA & IBRD countries),TEC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,4.52564E+12
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,9782.541967
Europe & Central Asia (IDA & IBRD countries),TEC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Europe & Central Asia (IDA & IBRD countries),TEC,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
European Union,EUU,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
European Union,EUU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
European Union,EUU,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
European Union,EUU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1.70886E+13
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,38234.1346
European Union,EUU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.989919361
European Union,EUU,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Fragile and conflict affected situations,FCS,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Fragile and conflict affected situations,FCS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Fragile and conflict affected situations,FCS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Fragile and conflict affected situations,FCS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1.79531E+12
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,1826.396401
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Fragile and conflict affected situations,FCS,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Heavily indebted poor countries (HIPC),HPC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Heavily indebted poor countries (HIPC),HPC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Heavily indebted poor countries (HIPC),HPC,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Heavily indebted poor countries (HIPC),HPC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,8.94494E+11
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,1057.919242
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Heavily indebted poor countries (HIPC),HPC,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
High income,HIC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,86.34868421
High income,HIC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
High income,HIC,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
High income,HIC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,5.94454E+13
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,47886.78459
High income,HIC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.735005511
High income,HIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
IBRD only,IBD,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
IBRD only,IBD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
IBRD only,IBD,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
IBRD only,IBD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,3.54515E+13
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,7241.958363
IBRD only,IBD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
IBRD only,IBD,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
IDA & IBRD total,IBT,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
IDA & IBRD total,IBT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
IDA & IBRD total,IBT,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
IDA & IBRD total,IBT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,3.79979E+13
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,5720.323923
IDA & IBRD total,IBT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
IDA & IBRD total,IBT,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
IDA blend,IDB,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
IDA blend,IDB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
IDA blend,IDB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
IDA blend,IDB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1.09009E+12
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,1857.422562
IDA blend,IDB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
IDA blend,IDB,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
IDA only,IDX,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
IDA only,IDX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
IDA only,IDX,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
IDA only,IDX,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1.4555E+12
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,1254.267846
IDA only,IDX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
IDA only,IDX,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
IDA total,IDA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
IDA total,IDA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
IDA total,IDA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
IDA total,IDA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,2.54482E+12
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,1456.412704
IDA total,IDA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
IDA total,IDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Late-demographic dividend,LTE,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,NA
Late-demographic dividend,LTE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Late-demographic dividend,LTE,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
Late-demographic dividend,LTE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,2.65943E+13
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,11452.82041
Late-demographic dividend,LTE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA
Late-demographic dividend,LTE,Individuals using the Internet (% of population),IT.NET.USER.ZS,NA
Latin America & Caribbean,LCN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,80.41015625
Latin America & Caribbean,LCN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,NA
Latin America & Caribbean,LCN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA
